index,prob
116,0.9969209547449241
117,0.9969537720164592
118,0.9969803886378512
119,0.9969687607404781
120,0.9969963451186495
121,0.9970230782395482
122,0.9970333345022847
123,0.9970453542650773
124,0.9967579191761801
125,0.996787322835944
126,0.9968038995237835
127,0.9965219153522195
128,0.9965168135642158
129,0.9965383065393041
130,0.9965550558040719
131,0.9964474482235853
132,0.9964666242763234
133,0.9965093991625469
134,0.9965354946404742
135,0.9964206656575983
136,0.9964359463153943
137,0.9964468402901432
138,0.9964586601893577
139,0.9964726291740561
140,0.9964868949487913
141,0.9965077837030769
142,0.9965239587286016
143,0.9965404361182443
144,0.9965587966951066
145,0.996587854334328
146,0.9966130481968629
147,0.9966330435850014
148,0.9966540863306395
149,0.9966890329080624
150,0.9967011416593278
151,0.9966640627431077
152,0.9966936087459862
153,0.9967063391356961
154,0.9967162744417692
155,0.9967507562343404
156,0.9967674591647427
157,0.996784782460764
158,0.9968142279503828
159,0.99682690169166
160,0.9968525488916903
161,0.9968203116163208
162,0.9968451468366911
163,0.9966322035767846
164,0.9966458510679139
165,0.9966664317744679
166,0.9966978889122297
167,0.9967078463491718
168,0.9967193986562902
169,0.9967316326676177
170,0.996740584993502
171,0.9967482844515746
172,0.9967688072298044
173,0.9967889994861772
174,0.9968038480633344
175,0.9968192460886763
176,0.9968358400836407
177,0.9967481564240072
178,0.9967643931518728
179,0.9967713125158253
180,0.9967832918507894
181,0.996801410563443
182,0.9968251863251714
183,0.9968352462111834
184,0.9968722226993864
185,0.9968799692934024
186,0.9967600449675252
187,0.996776709337705
188,0.9967933272685926
189,0.9968137103242409
190,0.9967402432327185
191,0.9967666279615586
192,0.9967836975982872
193,0.9968031379506623
194,0.9968224281941502
195,0.9968285094400204
196,0.9968420996785138
197,0.9968427899599919
198,0.9968651105189952
199,0.9968888301932268
200,0.9968857766305589
201,0.996910955270928
202,0.9969223113776807
203,0.9969242048593316
204,0.9969450153070659
205,0.9969518578753142
206,0.9969617406544441
207,0.9969684747877736
208,0.9969764740313397
209,0.9969898352365233
210,0.9970155286449383
211,0.9970303112620565
212,0.997039731799846
213,0.9968621233670812
214,0.9968786823989754
215,0.9967469604592082
216,0.9967650458923759
217,0.9967879227630121
218,0.9967989695229407
219,0.9968192996435984
220,0.9968340647526899
221,0.996839421639636
222,0.9968571234929123
223,0.9968711869995524
224,0.9968899387342217
225,0.9969035740898774
226,0.9968009488801163
227,0.9968136709551338
228,0.9968017372042308
229,0.9968097954266985
230,0.9968083750065307
231,0.9968306591857504
232,0.9968586555427672
233,0.9968677570801961
234,0.9968742961596733
235,0.9968957088625777
236,0.996909982914919
237,0.9969207612567107
238,0.996930408619648
239,0.9969404671752334
240,0.9969515530337735
241,0.996959382576034
242,0.9969656653001402
243,0.9969734383655161
244,0.9968277055774927
245,0.9968437718532676
246,0.9968589861032319
247,0.9968808987516316
248,0.996893289917583
249,0.9967721419017989
250,0.9967806878134974
251,0.9967897234934656
252,0.9967960220360043
253,0.9968122158294073
254,0.9968246620694752
255,0.9968339512734714
256,0.996839490223333
257,0.9968012391271591
258,0.9968105236869612
259,0.9968263325848444
260,0.9968371373807258
261,0.996717586148054
262,0.9965660450748305
263,0.9965768203334047
264,0.9965891257204459
265,0.9966050569848894
266,0.9964908422208619
267,0.9965027571474147
268,0.9965161933692314
269,0.9965288205807881
270,0.9965341180798126
271,0.9965398537608731
272,0.9965454753824641
273,0.996516183720268
274,0.996538701448543
275,0.9965470618316162
276,0.996562499001845
277,0.9965763830767073
278,0.9965870342920157
279,0.9965961711052606
280,0.9966111659855211
281,0.9966178919995572
282,0.9966232090101773
283,0.9966331042480284
284,0.9966384893717916
285,0.9966471801039201
286,0.9966574122460964
287,0.9965659963301562
288,0.9964793387088137
289,0.9964813622579961
290,0.9964928878258315
291,0.9963261621003076
292,0.9962450434470677
293,0.9962677965434111
294,0.9962917441613577
295,0.9962979480289625
296,0.9963145333927027
297,0.9962082928379384
298,0.9962158622664801
299,0.9962289181041972
300,0.9962351594613593
301,0.9961469996116408
302,0.9961533356003973
303,0.9961585252711517
304,0.9961754766232243
305,0.9961647924714869
306,0.996170415301684
307,0.9961015160667807
308,0.9961120113438529
309,0.99612036768074
310,0.9961307740192362
311,0.9961354376174482
312,0.9961441939973561
313,0.9961513768400534
314,0.996162088528308
315,0.9961692257809999
316,0.9961798040626402
317,0.9961947857138905
318,0.9962057885809827
319,0.9962137408232182
320,0.9962172156865052
321,0.9962211539365247
322,0.9962256046403297
323,0.996230038578827
324,0.9961654208755478
325,0.9961733754776185
326,0.9961817304091655
327,0.9961881248233382
328,0.9961948309393437
329,0.996207032903326
330,0.9962143276257664
331,0.9962234048765898
332,0.9962344146179901
333,0.9962473045913374
334,0.9962702050131926
335,0.9962517630779221
336,0.9962629407044046
337,0.996273161666561
338,0.9962855110105538
339,0.9962942678600564
340,0.9963080552825035
341,0.9963189306813328
342,0.9963345421977365
343,0.9963394750672343
344,0.996347501454949
345,0.9963676979661532
346,0.9963743119487496
347,0.9963832852963125
348,0.9963867789088054
349,0.9963947598413998
350,0.9963079583039429
351,0.9963122085594475
352,0.9963205839150792
353,0.9963280056158836
354,0.9963105760119985
355,0.9963152908827494
356,0.9962305049198455
357,0.9962206341779781
358,0.996208908260192
359,0.9961021580027105
360,0.9961094052221339
361,0.9961155118142678
362,0.9960762505598956
363,0.9960866586167012
364,0.996095252011169
365,0.996107357833069
366,0.9961198174251434
367,0.9961269365042694
368,0.9961335820037921
369,0.9961003744236401
370,0.9961121881560485
371,0.9960107982828835
372,0.996017954780333
373,0.9960252568282056
374,0.9960336743318052
375,0.9960429930166984
376,0.9960537372893954
377,0.9960569135823161
378,0.9959671946571329
379,0.9959756802935779
380,0.9959836938279852
381,0.995996075014794
382,0.9960043865390834
383,0.9960100913917853
384,0.996031219578557
385,0.996045813624105
386,0.996051766633755
387,0.9960544891369084
388,0.9960613836058185
389,0.9960665459570733
390,0.9960589549193721
391,0.9960720665869929
392,0.996080483567025
393,0.996084234514119
394,0.9961029107651285
395,0.9961121139460665
396,0.9961170700247639
397,0.9961277560517858
398,0.996133890903035
399,0.9961423982192441
400,0.9961521191025363
401,0.9961623866635924
402,0.9961735682372955
403,0.996177167339704
404,0.9961854933963257
405,0.9961930250401285
406,0.9962083231836315
407,0.9962137905760511
408,0.9962101014051283
409,0.9962209609144823
410,0.9962324819488741
411,0.9962423206563749
412,0.996222715703908
413,0.996191201230661
414,0.9961997960722243
415,0.9962109277151682
416,0.996213216447174
417,0.9962227163209021
418,0.9961433818544575
419,0.996147245522826
420,0.9961537383561164
421,0.9961633559792901
422,0.996178970210976
423,0.9961857843936474
424,0.996189952279466
425,0.9961967215128331
426,0.9961855167549599
427,0.9962002980368622
428,0.996205495742827
429,0.9962161841530381
430,0.9962246363481222
431,0.9962275763784213
432,0.9962337812964832
433,0.9962439341975103
434,0.9962472188597655
435,0.9962508588243738
436,0.9962570347147619
437,0.9962703338571395
438,0.9962494823898058
439,0.9962570366247167
440,0.9962632334748781
441,0.99627389921553
442,0.996193113521557
443,0.9961425399605597
444,0.9961584912586218
445,0.9961646318336095
446,0.9961112255554458
447,0.9961207686103642
448,0.9961290734063205
449,0.9961308588839014
450,0.9961443619171492
451,0.9961594430491737
452,0.9961725447054481
453,0.9961390101154015
454,0.9961133935564189
455,0.9961261663504454
456,0.9961349348683951
457,0.9961420727306616
458,0.9961570645365825
459,0.9960953342019093
460,0.9960409353722247
461,0.9960487246367405
462,0.9960504931667621
463,0.9960596419476883
464,0.9960662027284132
465,0.9959892567114121
466,0.9959991602208756
467,0.996013256714747
468,0.9959427870651616
469,0.9958298708808805
470,0.9958184598463373
471,0.995826890887145
472,0.9957534141831904
473,0.995766316579674
474,0.9957707302434238
475,0.9957850701904203
476,0.9957130446300788
477,0.9957230240562362
478,0.9957296409129195
479,0.9957347939202552
480,0.995721471811179
481,0.9957244201689521
482,0.9957384052377346
483,0.9956876437497743
484,0.9956971488907577
485,0.9956987395416648
486,0.99570815287785
487,0.9957135107101339
488,0.99572634371588
489,0.9957324779441401
490,0.9957357171526878
491,0.9957410513391522
492,0.995744271412951
493,0.9957464165869561
494,0.9957585052116178
495,0.9957133940840889
496,0.9957191021693256
497,0.9956961539337251
498,0.9957040253717225
499,0.9957168322969894
500,0.9957218004720021
501,0.9957302741085856
502,0.9957418951335125
503,0.9957488934423857
504,0.9957523902252893
505,0.9957579640098629
506,0.9957635265529554
507,0.995768604703686
508,0.9957775744287208
509,0.9957832252365342
510,0.9957907697260504
511,0.9957247851456527
512,0.9957353231795969
513,0.9957500549559285
514,0.9957622286380637
515,0.995770025450014
516,0.9957119102987034
517,0.9957195631200353
518,0.9957128911831306
519,0.9956747953124869
520,0.9956875169912918
521,0.9956964141205916
522,0.9957055495403019
523,0.9957106539935742
524,0.9957243922191844
525,0.9957200527455354
526,0.9957264575408074
527,0.9957308187214691
528,0.995701803554807
529,0.9957129148707561
530,0.9957222420452688
531,0.9957378381965859
532,0.9957086706848486
533,0.9957182405565443
534,0.9957214408437784
535,0.9957244121607381
536,0.9957319420745405
537,0.9957211528680985
538,0.9957303727114446
539,0.9957326654603731
540,0.9957362582838493
541,0.9957398592349511
542,0.9957434561798766
543,0.9957529892768865
544,0.9957610830974987
545,0.9957685178349099
546,0.9957800384734705
547,0.995786283630586
548,0.9957942349287923
549,0.9957970949099985
550,0.9958015370104243
551,0.9958091225050122
552,0.9957913689730276
553,0.9957263762734007
554,0.9957285638842228
555,0.9957063518362239
556,0.9957130966469376
557,0.9957210053717874
558,0.9957179585423768
559,0.9957230530899889
560,0.9957293509932392
561,0.9957399575237107
562,0.9957456070571712
563,0.9957039940792956
564,0.9957103663102751
565,0.9957169860770982
566,0.9957248461140861
567,0.9956923208799201
568,0.99563732102519
569,0.9956430313720055
570,0.9956498373493962
571,0.9956618218247129
572,0.9956671525853329
573,0.9956690385544417
574,0.9956742004064896
575,0.9956863334415281
576,0.9956928418573084
577,0.9956977849226553
578,0.9956999367630116
579,0.9956743623189089
580,0.9956830314314147
581,0.9956910171537083
582,0.9956421592777387
583,0.9956446407031719
584,0.9956526770662106
585,0.9956591198648
586,0.9956671234935112
587,0.9956741088425719
588,0.9956841858543553
589,0.9956899208836202
590,0.9956793736560626
591,0.9956826507995304
592,0.9956907839121413
593,0.9956930412865808
594,0.995704090736173
595,0.9957150362828406
596,0.9957220570695587
597,0.9957314700157827
598,0.995739738696734
599,0.9957418041481172
600,0.9957358975874373
601,0.995738218089182
602,0.9957417140015689
603,0.9957484484229099
604,0.9957558754685272
605,0.9957450412057935
606,0.9957476534209974
607,0.9957502688469061
608,0.9957405222592015
609,0.9957506620361817
610,0.995744594732529
611,0.995747774250681
612,0.995755587737978
613,0.9957627641215296
614,0.9957676530524631
615,0.9957794128831265
616,0.9957885187677759
617,0.9958005050589532
618,0.9958091898071071
619,0.9958106248648144
620,0.9958184156027245
621,0.9958251057164424
622,0.9958324969747214
623,0.9958366654901738
624,0.9958370054999145
625,0.9958417154014756
626,0.9958462392332491
627,0.9958484417209227
628,0.99585886120832
629,0.9958635018809487
630,0.995869235092843
631,0.9958726919595369
632,0.9958753816477197
633,0.995879973114656
634,0.9958867301920284
635,0.9958885828834934
636,0.9958952832564093
637,0.9958990197769353
638,0.9959070650205522
639,0.9959088873198365
640,0.9959150194334725
641,0.9959206023290468
642,0.9959281439600399
643,0.9959322840515228
644,0.9959259311265646
645,0.9959327793345867
646,0.9959393310423829
647,0.9959416925356183
648,0.9959507901784055
649,0.9959597706142636
650,0.9959626269647764
651,0.9959059747854828
652,0.9959070169763764
653,0.9959133011413372
654,0.9959203538346854
655,0.9959242579220475
656,0.995928415175375
657,0.9959333419398572
658,0.9959356526206242
659,0.9959413006448163
660,0.9959497712927974
661,0.9959569199133237
662,0.995960495477279
663,0.9959681569581753
664,0.9959774838749315
665,0.9959842654851637
666,0.9959884347693674
667,0.9959907034796114
668,0.9959949758878769
669,0.9959968796915415
670,0.9959965233615216
671,0.9960059990153282
672,0.9960117279179228
673,0.996020401671352
674,0.9960251704736972
675,0.9960271459441036
676,0.9960339998385503
677,0.9960391298729737
678,0.9960479370349842
679,0.9959991578590379
680,0.9960031636655868
681,0.9960062858909271
682,0.9960118136926691
683,0.9960191423499576
684,0.9960230446371434
685,0.9960116831696285
686,0.9960160728139288
687,0.9960206996602322
688,0.9960283605932826
689,0.9960348452742702
690,0.9960388247111909
691,0.9960416722765759
692,0.9960385882123747
693,0.9960438427858219
694,0.9960464658672643
695,0.9960533468592947
696,0.9960266845873927
697,0.9960314237912525
698,0.996041352885081
699,0.996043487572793
700,0.9960112394957139
701,0.9960158461251111
702,0.9959731027305251
703,0.9959440755561891
704,0.9959352075734977
705,0.9959397627691302
706,0.995941922487778
707,0.9959455243776559
708,0.9959501277580852
709,0.9959552019496403
710,0.9959594830918109
711,0.995963225378314
712,0.995965595887013
713,0.9959255074085677
714,0.9959311886566622
715,0.9959064339293568
716,0.9959109754793743
717,0.9959160204721472
718,0.995867859530798
719,0.9958736229594176
720,0.995843292844428
721,0.995846175371619
722,0.9958531647898129
723,0.9958596287446188
724,0.9958634544141518
725,0.9958694127405661
726,0.9958757670974256
727,0.9958269704941445
728,0.9958331138192327
729,0.9958388213804397
730,0.9957961882680537
731,0.9957993056153537
732,0.995796841440432
733,0.995746459028653
734,0.9957496102882097
735,0.995699026428365
736,0.9957031099126736
737,0.9957086707458197
738,0.9957105741190742
739,0.9957161555005923
740,0.9957046633925986
741,0.9957070881658189
742,0.9957191497888015
743,0.9957270783415544
744,0.9957285198767963
745,0.995733784424678
746,0.995735451117479
747,0.9957437087391575
748,0.995748706204352
749,0.9957545704794522
750,0.995761398474019
751,0.995763515379195
752,0.9957707145079043
753,0.9957750989811873
754,0.9957786059357925
755,0.9957810634638835
756,0.9957797087878656
757,0.9957860831835365
758,0.9957964169645602
759,0.9957902437591246
760,0.9957995770901088
761,0.995750656079788
762,0.9957546103246374
763,0.9957622228810339
764,0.9957652297737407
765,0.9957685383612593
766,0.9957762242131258
767,0.9957803451530111
768,0.9957831992840147
769,0.9957875456037611
770,0.9957904869251116
771,0.9957994972447965
772,0.9958074331322699
773,0.9958092459152881
774,0.9958143165504776
775,0.9958174037870801
776,0.9958230127699367
777,0.9958303277496805
778,0.9958332297318864
779,0.9958379082709854
780,0.9958248626178046
781,0.9958273203475941
782,0.9958183817164349
783,0.9957845975072047
784,0.9957880547503407
785,0.9957937952418211
786,0.9958022099354503
787,0.9958059670032453
788,0.9957676489639548
789,0.995736460975157
790,0.9957380370208259
791,0.995744325384135
792,0.9957461201898009
793,0.9957519337135144
794,0.9957467230934374
795,0.9957544460154774
796,0.9957619382174927
797,0.9957710055713394
798,0.9957797658778486
799,0.9957841559122758
800,0.9957957164367423
801,0.9957937035879145
802,0.995797591250712
803,0.9958037534706583
804,0.9958103847265628
805,0.9958171958540544
806,0.9958214791641827
807,0.9958240608551764
808,0.9958266376010277
809,0.9958334100497448
810,0.9958366180497066
811,0.9958451630789935
812,0.99584978055686
813,0.9958561141850455
814,0.9958562809892602
815,0.9958583927291804
816,0.9958634338301444
817,0.9958657443797029
818,0.9958695088177295
819,0.9958722266225152
820,0.9958782605322906
821,0.9958822081411309
822,0.9958840828572126
823,0.9958875967923417
824,0.9958922662301788
825,0.9958986672651204
826,0.9959015606935726
827,0.9959077451557056
828,0.9959143647776818
829,0.9959163916703377
830,0.9959227141491376
831,0.9959255702124756
832,0.9959294041341301
833,0.9959224320099165
834,0.9959250620454517
835,0.9959313042984161
836,0.995934996386083
837,0.9959286608187427
838,0.9959324120505986
839,0.9959350312424476
840,0.9959362105637023
841,0.9959399720046225
842,0.9959431881252894
843,0.9959445843063301
844,0.9959501856283676
845,0.9959565481203156
846,0.9959591379720023
847,0.9959657982783706
848,0.9959679816647888
849,0.9959740742651617
850,0.9959406442854685
851,0.9959460128954201
852,0.9959462989933445
853,0.995949861696558
854,0.9959518878889007
855,0.9959554302281745
856,0.9959601497973894
857,0.9959679943600399
858,0.9959755939865795
859,0.9959792904447669
860,0.9959826258016429
861,0.9959704959432147
862,0.9959776061238526
863,0.9959847727474298
864,0.9959867030411232
865,0.9959911211107064
866,0.9959974236905473
867,0.9959994232093998
868,0.9960015319014549
869,0.9960047767919371
870,0.9960074402545663
871,0.9959843612531376
